Fecha evento,Longitud,Latitud,Elevacion,Pendiente,Direccion,Barrio,Cobertura del suelo,Zonificacion,Unidad Geologica del Suelo,P_24_Horas,P_7_Dias,P_15_Dias,P_30_Dias,P_60_Dias,P_90_Dias
3/2/2021,-76.6215,3.4258,1765.991699,41.07585907,Cabecera principal,Los andes alto,Bosque mixto denso alto de tierra firme,Riesgo medio,Lateritas Formacion Volcanica,5.0,74.0,102.0,182.0,272.0,364
3/2/2021,-76.6214,3.4257,1769.028564,15.463274,Cabecera principal - el monasterio,Los andes alto,Bosque mixto denso alto de tierra firme,Riesgo medio,Lateritas Formacion Volcanica,5.0,74.0,102.0,182.0,272.0,364
3/2/2021,-76.568996,3.394932,1137.388184,30.3143158,Casa 64 Callejon Los Mangos,Parcelacion La Trinidad,Zonas urbanas discontinuas,Amenaza media,Lateritas Formacion Volcanica,9.4,105.0,110.2,169.6,238.2,327
3/3/2021,-76.55851,3.37987,1082.543579,49.40452957,Carrera 93 C con calle 2B oeste 87,Alto Chorros,Otras superficies artificiales sin construcción,Riesgo alto,Lateritas Formacion Volcanica,0.8,103.8,122.1,213.7,272.4,399
3/3/2021,-76.56268,3.38144,1111.325317,79.10561371,Calle 4 B oeste No. 82 B - 27,La Choclona,Otras superficies artificiales sin construcción,Riesgo alto,Lateritas Formacion Volcanica,0.8,103.8,122.1,213.7,272.4,399
3/3/2021,-76.56271,3.38148,1108.620361,80.41010284,Calle 4B oeste No. 82B 27,La Choclona,Otras superficies artificiales sin construcción,Riesgo alto,Lateritas Formacion Volcanica,0.8,103.8,122.1,213.7,272.4,399
3/4/2021,-76.56612,3.427137,1265.445801,33.95742416,K 40B Oeste #5-30,Belen - Siloe,Vegetación secundaria o transición,Amenaza alta,Lateritas Formacion Volcanica,0.0,142.0,195.0,344.0,441.0,543
3/5/2021,-76.56028,3.39125,1041.69458,24.33342171,Calle 4A oeste No 73 - 40,Alto Chorros,Zonas urbanas continuas,Riesgo bajo,Formacion Guachinte,0.0,101.3,121.1,213.7,268.7,390
3/6/2021,-76.59685,3.37507,1564.537109,44.81676102,Km 12 subiendo tienda tres palmas,Crucero,Zonas urbanas discontinuas,Amenaza alta,Formacion Guachinte,0.0,139.0,316.0,510.0,607.0,855
3/7/2021,-76.621632,3.424643,1782.700317,16.08185196,Finca El Colorado,Andes Bajo,Bosque mixto denso alto de tierra firme,Amenaza alta,Lateritas Formacion Volcanica,8.0,43.0,99.0,188.0,269.0,335
3/7/2021,-76.62922,3.42578,1939.212646,76.11689758,Finca El Arbolito,Pueblo Nuevo,Bosque mixto denso alto de tierra firme,Amenaza media,Formacion Volcanica,8.0,43.0,99.0,188.0,269.0,335
3/7/2021,-76.62221,3.42715,1764.959473,63.82538986,Finca El Eden,Andes Bajo,Misceláneo de pastos y cultivos,Riesgo medio,Lateritas Formacion Volcanica,8.0,43.0,99.0,188.0,269.0,335
3/7/2021,-76.62789,3.42573,1861.872803,34.82201386,Finca El Porvenir,Pueblo Nuevo,Bosque mixto denso alto de tierra firme,Riesgo bajo,Formacion Volcanica,8.0,43.0,99.0,188.0,269.0,335
3/11/2021,-76.5658,3.4215,1089.849487,29.20875931,C 25 b Oeste,La Arboleda,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.561343,3.385521,1086.55542,89.61319733,K 80 A 20 - 04,Alto N�poles - Sal�n Azul,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,9.5,91.2,215.4,266.2,331.3,434
3/11/2021,-76.560752,3.388402,1038.540527,32.06097794,Manzana 2 casa 26,Alto Chorros - Sector las minas,Zonas urbanas continuas,Riesgo bajo,Formacion Guachinte,9.5,91.2,215.4,266.2,331.3,434
3/11/2021,-76.562065,3.392538,1100.754395,38.08086014,C 4E Oeste Casa 18,Alto Chorros - Sector las minas,Zonas urbanas continuas,Riesgo medio,Formacion Guachinte,9.5,91.2,215.4,266.2,331.3,434
3/11/2021,-76.55613,3.42716,1054.006714,22.41356659,K 40 B Oeste # 5 - 36,Belen,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.556042,3.426866,1050.929321,3.863270521,K 40 B Oeste # 5 - 30,Belen,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.555967,3.426856,1051.03772,5.150170803,K 40 B Oeste # 5 - 24,Belen,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.555956,3.426847,1051.061279,8.331033707,K 40 B Oeste # 5 - 06,Belen,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.55583,3.42704,1059.852905,87.4641037,K 40 B Oeste # 5 - 18,Belen,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.55597,3.42689,1050.93457,5.422102451,K 40 B Oeste # 5 - 06,Belen,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.55741,3.42006,1059.396851,66.27121735,K 49 B # 6 c Bis 43 Oeste,Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.55743,3.42,1058.370361,70.90901947,C 6 Oeste # 49 B 40,Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.556589,3.420964,1066.859985,80.13278961,K 6 Oeste # 24 A 120,Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.55634,3.42127,1062.793457,53.33143234,C 6 # 24 A - 107,Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.55612,3.42122,1047.137817,76.9421463,C 6 C Oeste # 46 - 12,Tierra Blanca - sector La Mina,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.56789,3.42076,1166.217407,43.55548096,C 6 F Oeste K 49 # 128,Siloe,Vegetación secundaria o transición,Amenaza baja,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.55668,3.42003,1029.464233,66.02786255,C 6 C Oeste # 49 A 40,Siloe - sector La Mina,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.564133,3.383117,1122.612671,30.63601875,C 4 A Oeste #82-23,La choclona,Zonas urbanas continuas,Riesgo alto,Lateritas Formacion Volcanica,9.5,91.2,215.4,266.2,331.3,434
3/11/2021,-76.549196,3.501623,1447.260254,24.25785446,Sector San Isidro / Casa 34, ,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,0.0,88.0,163.0,234.0,265.0,349
3/12/2021,-76.6223,3.3792,1769.932861,66.06144714,Via Dosquebradas,Cabecera Principal,Misceláneo de cultivos y espacios naturales,Amenaza alta,Formacion Volcanica,0.0,168.0,413.0,536.0,665.0,875
3/12/2021,-76.5934,3.4266,1534.2229,41.36561966,Sector Mu�eco,Cabuyal,Bosque mixto denso alto de tierra firme,Riesgo bajo,Lateritas Formacion Volcanica,4.0,127.0,201.0,288.0,346.0,451
3/12/2021,-76.566777,3.455475,1086.17334,44.99789429,Av 8b Oeste 23 - 29,Alto Aguacatal,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,0.4,27.8,99.6,177.6,212.6,271
3/12/2021,-76.569367,3.455431,1092.497437,25.2849369,C 25 Oeste 8 - 66,Alto Aguacatal,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,0.4,27.8,99.6,177.6,212.6,271
3/12/2021,-76.567336,3.456162,1075.591187,12.37002563,C 25 Oeste 8a (recorrido sobre la v�a),Alto Aguacatal,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,0.4,27.8,99.6,177.6,212.6,271
3/12/2021,-76.556301,3.421098,1055.131226,64.33078003,K 47 Oeste # 5C - 10,Siloe - Tierra Blanca,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.556884,3.421349,1096.610596,52.12046051,,Siloe - Tierra Blanca,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.55711,3.421186,1093.686646,34.86095047,K 48 # 66 - 30,Siloe - Tierra Blanca,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.558706,3.421795,1116.57373,60.08447266,K 49 Oeste # 08 - 14,Siloe - Tierra Blanca,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.555836,3.419515,1001.267517,11.59708405,K 43 # 5C - 08,Siloe,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.556333,3.422922,1105.579712,55.01734161,K 43 # 5e - 20,Siloe - La Estrella,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.55625,3.422521,1084.723267,43.7893486,C 5C Oeste # 1B - 47,Siloe - Guayabales,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.563022,3.42503,1161.665771,46.74979401,C 5 Oeste # 43 - 40,Siloe - Guayabales,Vegetación secundaria o transición,Amenaza alta,Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.556696,3.4162,979.6915283,13.00464821,K 43 # 5c - 15,Siloe - Guayabales,Zonas urbanas continuas,Riesgo bajo,Cono aluvial rio Melendez,19.8,93.2,197.8,214.6,278.6,421
3/12/2021,-76.553639,3.424835,993.5454712,35.23296738,K 40 A Oeste # 1B 47,Siloe - La Nave,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.553762,3.425655,1009.395874,45.6824913,C 39 con 2,Siloe - La Nave,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.558554,3.376238,1106.703003,30.33026505,Calle 3 bis # 13-19,Sal�n azul,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,20.1,111.3,216.2,266.7,351.0,454
3/12/2021,-76.560995,3.394559,1023.537598,3.384290457,Calle 3B oeste # 80-18, ,Zonas urbanas continuas,Riesgo medio,Formacion Guachinte,20.1,111.3,216.2,266.7,351.0,454
3/12/2021,-76.559823,3.38495,1051.437866,19.0603981,Carrera 82 #2c oeste � 125,Los Chorros,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,20.1,111.3,216.2,266.7,351.0,454
3/12/2021,-76.559641,3.383967,1057.827637,22.81803513,Calle 3 oeste # 80b-10,Sal�n azul,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,20.1,111.3,216.2,266.7,351.0,454
3/12/2021,-76.560106,3.382522,1072.048584,1.33028698,Calle 3 B oeste # 80-22,Sal�n azul,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,20.1,111.3,216.2,266.7,351.0,454
3/12/2021,-76.561116,3.379377,1142.194702,47.66550064,Calle 3 c oeste # 80-28, ,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,20.1,111.3,216.2,266.7,351.0,454
3/12/2021,-76.561116,3.379377,1142.194702,47.66550064,Calle 3 c oeste # 80-22,Sal�n azul,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,20.1,111.3,216.2,266.7,351.0,454
3/12/2021,-76.568392,3.423381,1172.414429,33.99778748,Parte Alta,Las Parcelas,Otras asociaciones de cultivos,Riesgo medio,Lateritas Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.56639,3.42279,1140.016602,55.25978851,Carrera 46 oeste No. 28 - 70,Las Parcelas,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/12/2021,-76.56816,3.42355,1169.499756,13.22610474,Carrera 46 Bis oeste No. 29 - 116,Las Parcelas,Otras asociaciones de cultivos,Riesgo alto,Lateritas Formacion Volcanica,4.0,171.0,315.0,458.0,540.0,698
3/13/2021,-76.55856,3.42086,1090.969482,46.87727356,Calle 8 oeste No 49 - 55,Siloe Tierra Blanca,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,2.0,173.0,296.0,432.0,542.0,700
3/13/2021,-76.55913,3.41933,1041.329834,73.14862061,Calle 8 oeste No 49 B 127,Siloe Tierra Blanca,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,2.0,173.0,296.0,432.0,542.0,700
3/13/2021,-76.55917,3.42083,1076.303345,77.22999573,Calle 8 oeste No 49 B 36,Siloe Tierra Blanca,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,2.0,173.0,296.0,432.0,542.0,700
3/13/2021,-76.56647,3.41713,1074.040771,41.56373978,Carrera 54 oeste No 12 D Bis 10,Brisas de Mayo,Otras superficies artificiales sin construcción,Riesgo bajo,Lateritas Formacion Volcanica,0.6,93.8,197.0,212.2,279.2,422
3/11/2021,-76.55646,3.419958,1013.302124,45.19960022,C 6 Oeste #49-20,Los Pomos- Siloe,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.554422,3.42169,1020.784607,24.60658455,C 6A Oeste #49A-20,Los Pomos- Siloe,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.55644,3.41988,1010.774109,32.02667618,C 6A #49A-24,Los Pomos- Siloe,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.563766,3.418421,1027.529541,59.76563263,C 12A #52C-18,Brisas de Mayo- Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,8.6,73.4,197.2,214.6,259.2,401
3/11/2021,-76.556168,3.420709,1034.310181,42.63407516,C 6C Oeste #46-30,La Mina- Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/11/2021,-76.555826,3.42136,1026.248413,42.90730667,C 4D #44-46,La Mina- Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,167.0,313.0,456.0,536.0,694
3/15/2021,-76.5659,3.41407,1016.936218,32.45767975,Calle 20 Oeste #50-60,Lleras Camargo,Pasto cultivado arbolado,Amenaza media,Lateritas Formacion Volcanica,10.8,92.6,184.2,253.8,285.8,432
3/15/2021,-76.56627,3.42033,1096.768433,39.72915268,Cra 53 #13-26 Oeste,Brisas de Mayo,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,0.0,104.0,260.0,446.0,553.0,711
3/15/2021,-76.564901,3.421549,1073.70874,6.012948036,Calle 25 46A-10,La Arboleda,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,104.0,260.0,446.0,553.0,711
3/15/2021,-76.56567,3.42142,1085.466919,27.24614334,Calle 25 C # 49,La Arboleda,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,0.0,104.0,260.0,446.0,553.0,711
3/15/2021,-76.565188,3.421594,1078.655396,54.74237823,Calle 25 a Oeste # 49-12,La Arboleda,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,0.0,104.0,260.0,446.0,553.0,711
3/15/2021,-76.56551,3.42102,1075.41626,30.25352287,Cra 49B Oeste #25-70,La Arboleda,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,0.0,104.0,260.0,446.0,553.0,711
3/15/2021,-76.56542,3.420878,1072.900391,13.32625198,Calle 25E oeste #49-66,La Arboleda,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,0.0,104.0,260.0,446.0,553.0,711
3/15/2021,-76.56597,3.421546,1093.471436,44.93917084,Calle 25e oeste 49,La Arboleda,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,0.0,104.0,260.0,446.0,553.0,711
3/15/2021,-76.565965,3.420571,1087.004517,21.07169342,Carrera 53 oeste # 13-30,Sector Pascualito - Brisas de Mayo,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,104.0,260.0,446.0,553.0,711
3/15/2021,-76.560278,3.379739,1136.967163,23.96552658,Calle b2 oeste #90-210,Alto Jordan,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,1.6,105.4,207.6,269.0,346.8,442
3/15/2021,-76.56526,3.42191,1088.007324,34.29117203,Calle 25 oeste #49A 0,La Arboleda,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,104.0,260.0,446.0,553.0,711
3/15/2021,-76.56603,3.42059,1088.730469,30.30698204,Carrera 53 Oeste #13-58,La Arboleda - Brisas de Mayo,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,104.0,260.0,446.0,553.0,711
3/16/2021,-76.56145,3.39145,1094.002075,62.83970642,C 43 Oeste # 73 - 06,Altos los Chorros,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,24.4,114.8,165.2,262.6,371.2,449
3/16/2021,-76.5618,3.39139,1118.279175,63.00100327,Manzana 3 Casa 134,Altos los Chorros - La Cruz,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,24.4,114.8,165.2,262.6,371.2,449
3/16/2021,-76.56195,3.39065,1086.769653,41.24207687,Sector la Cruz,Altos los Chorros - La Cruz,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,24.4,114.8,165.2,262.6,371.2,449
3/16/2021,-76.56166,3.39116,1102.080322,47.23944855,Manzana 2,Altos los Chorros,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,24.4,114.8,165.2,262.6,371.2,449
3/16/2021,-76.56206,3.39041,1076.748779,57.82915878,Manzana 2 Casa 26,Altos los Chorros,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,24.4,114.8,165.2,262.6,371.2,449
3/16/2021,-76.56099,3.38704,1064.599976,60.08757401,Manzana 5 Casa 6,Altos los Chorros - Las Minas,Zonas urbanas continuas,Riesgo bajo,Formacion Guachinte,24.4,114.8,165.2,262.6,371.2,449
3/18/2021,-76.56381,3.4207,1061.796265,49.51077652,Calle 20 oeste #50-58,La Sultana,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,14.0,56.0,233.0,428.0,592.0,750
3/18/2021,-76.56276,3.42461,1138.220215,56.01879501,Carrera 49 # 19-52,Los Pomos - Siloe,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,14.0,56.0,233.0,428.0,592.0,750
3/18/2021,-76.56052,3.42319,1144.681641,32.94062424,Calle 11 oeste # 46-48,Lleras Camargo,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,14.0,56.0,233.0,428.0,592.0,750
3/18/2021,-76.56023,3.42071,1051.40625,68.58155823,Calle 8 oeste Carrera 50A,Tierra Blanca,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,14.0,56.0,233.0,428.0,592.0,750
3/18/2021,-76.55561,3.42668,1048.251831,83.09061432,Carrera 40 B No 5 - 40 oeste,Siloe San Francisco,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,56.0,233.0,428.0,592.0,750
3/18/2021,-76.55624,3.42578,1086.830078,53.13663864,Carrera 40 B Bis oeste No 5 - 90,Silo� Casa Piedra,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,56.0,233.0,428.0,592.0,750
3/18/2021,-76.55621,3.42559,1096.231323,44.03482056,Carrera 40B No 5 - 40,Siloe San Francisco,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,14.0,56.0,233.0,428.0,592.0,750
3/18/2021,-76.554965,3.42639,1036.858398,65.21977997,Carrera 40 Bis oeste No 5 - 90,Silo� Casa Piedra,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,56.0,233.0,428.0,592.0,750
3/19/2021,-76.53902,3.45453,1018.187073,5.040855885,Avenida 9N No 5 - 21,Barrio Juananbu,Zonas urbanas continuas,Riesgo bajo,Formacion Guachinte,23.6,67.8,130.4,162.2,203.4,311
